season,team,wins,losses,pace,off_rating,def_rating,team_season_key,win_pct
2021,SAC,31.0,41.0,100.0,113.6,117.2,SAC_2021,0.431
2021,SAS,33.0,39.0,98.9,111.0,112.8,SAS_2021,0.458
2021,TOR,27.0,45.0,99.2,112.0,112.5,TOR_2021,0.375
2021,UTA,52.0,20.0,98.5,117.6,108.3,UTA_2021,0.722
2021,WAS,34.0,38.0,104.1,111.2,113.0,WAS_2021,0.472
2022,ATL,43.0,39.0,97.7,116.5,114.9,ATL_2022,0.524
2022,BOS,51.0,31.0,96.6,114.4,106.9,BOS_2022,0.622
2022,BRK,44.0,38.0,99.0,113.6,112.8,BRK_2022,0.537
2022,CHI,46.0,36.0,98.3,113.2,113.6,CHI_2022,0.561
2022,CHO,43.0,39.0,100.0,114.1,113.7,CHO_2022,0.524
2022,CLE,44.0,38.0,96.1,111.9,109.7,CLE_2022,0.537
2022,DAL,52.0,30.0,95.4,112.8,109.4,DAL_2022,0.634
2022,DEN,48.0,34.0,97.8,114.5,112.1,DEN_2022,0.585
2022,DET,23.0,59.0,98.4,106.0,113.8,DET_2022,0.28
2022,GSW,53.0,29.0,98.4,112.5,106.9,GSW_2022,0.646
2022,HOU,20.0,62.0,100.9,108.4,116.7,HOU_2022,0.244
2022,IND,25.0,57.0,98.0,112.6,116.1,IND_2022,0.305
2022,LAC,42.0,40.0,98.0,110.1,110.1,LAC_2022,0.512
2022,LAL,33.0,49.0,100.1,110.3,113.3,LAL_2022,0.402
2022,MEM,56.0,26.0,100.3,114.6,109.0,MEM_2022,0.683
2022,MIA,53.0,29.0,95.9,113.7,109.1,MIA_2022,0.646
2022,MIL,51.0,31.0,99.9,115.1,111.8,MIL_2022,0.622
2022,MIN,46.0,36.0,100.9,114.3,111.7,MIN_2022,0.561
2022,NOP,36.0,46.0,97.2,112.0,113.0,NOP_2022,0.439
2022,NYK,37.0,45.0,95.9,110.4,110.5,NYK_2022,0.451
2022,OKC,24.0,58.0,98.6,104.6,112.8,OKC_2022,0.293
2022,ORL,22.0,60.0,99.2,104.5,112.5,ORL_2022,0.268
2022,PHI,51.0,31.0,96.2,113.5,110.8,PHI_2022,0.622
2022,PHO,64.0,18.0,99.8,114.8,107.3,PHO_2022,0.78
2022,POR,27.0,55.0,98.3,107.8,116.9,POR_2022,0.329
2022,SAC,30.0,52.0,99.8,109.9,115.3,SAC_2022,0.366
2022,SAS,34.0,48.0,100.0,112.4,112.3,SAS_2022,0.415
2022,TOR,48.0,34.0,96.0,112.9,110.5,TOR_2022,0.585
2022,UTA,49.0,33.0,97.1,116.7,110.5,UTA_2022,0.598
2022,WAS,35.0,47.0,97.0,111.1,114.5,WAS_2022,0.427
2023,ATL,41.0,41.0,100.7,116.6,116.3,ATL_2023,0.5
2023,BOS,57.0,25.0,98.5,118.0,111.5,BOS_2023,0.695
2023,BRK,45.0,37.0,98.3,115.0,114.1,BRK_2023,0.549
2023,CHI,40.0,42.0,98.5,113.5,112.2,CHI_2023,0.488
2023,CHO,27.0,55.0,100.8,109.2,115.3,CHO_2023,0.329
2023,CLE,51.0,31.0,95.7,116.1,110.6,CLE_2023,0.622
2023,DAL,38.0,44.0,96.6,116.8,116.7,DAL_2023,0.463
2023,DEN,53.0,29.0,98.1,117.6,114.2,DEN_2023,0.646
2023,DET,17.0,65.0,99.0,110.7,118.9,DET_2023,0.207
2023,GSW,44.0,38.0,101.6,116.1,114.4,GSW_2023,0.537
2023,HOU,22.0,60.0,99.0,111.4,119.3,HOU_2023,0.268
2023,IND,35.0,47.0,101.1,114.6,117.7,IND_2023,0.427
2023,LAC,44.0,38.0,98.0,115.0,114.5,LAC_2023,0.537
2023,LAL,43.0,39.0,101.3,114.5,113.9,LAL_2023,0.524
2023,MEM,51.0,31.0,101.1,115.1,111.2,MEM_2023,0.622
2023,MIA,44.0,38.0,96.3,113.0,113.3,MIA_2023,0.537
2023,MIL,58.0,24.0,100.5,115.4,111.9,MIL_2023,0.707
2023,MIN,42.0,40.0,101.0,113.7,113.8,MIN_2023,0.512
2023,NOP,42.0,40.0,99.1,114.4,112.5,NOP_2023,0.512
2023,NYK,47.0,35.0,97.1,117.8,114.8,NYK_2023,0.573
2023,OKC,40.0,42.0,101.1,115.2,114.2,OKC_2023,0.488
2023,ORL,34.0,48.0,99.3,111.6,114.2,ORL_2023,0.415
2023,PHI,54.0,28.0,96.9,117.7,113.3,PHI_2023,0.659
2023,PHO,45.0,37.0,98.2,115.1,113.0,PHO_2023,0.549
2023,POR,33.0,49.0,98.6,114.8,118.8,POR_2023,0.402
2023,SAC,48.0,34.0,100.3,119.4,116.8,SAC_2023,0.585
2023,SAS,22.0,60.0,101.6,110.2,120.0,SAS_2023,0.268
2023,TOR,41.0,41.0,97.1,115.5,114.0,TOR_2023,0.5
2023,UTA,37.0,45.0,100.5,115.8,116.7,UTA_2023,0.451
2023,WAS,35.0,47.0,98.6,114.4,115.6,WAS_2023,0.427
2024,ATL,36.0,46.0,100.1,117.2,119.4,ATL_2024,0.439
2024,BOS,64.0,18.0,97.2,123.2,111.6,BOS_2024,0.78
2024,BRK,32.0,50.0,96.9,113.2,116.1,BRK_2024,0.39
2024,CHI,39.0,43.0,96.3,114.9,116.3,CHI_2024,0.476
2024,CHO,21.0,61.0,97.3,109.3,119.8,CHO_2024,0.256
2024,CLE,48.0,34.0,97.2,115.2,112.7,CLE_2024,0.585
2024,DAL,50.0,32.0,100.1,117.6,115.4,DAL_2024,0.61
2024,DEN,57.0,25.0,96.8,118.5,113.0,DEN_2024,0.695
2024,DET,14.0,68.0,99.8,109.7,118.8,DET_2024,0.171
2024,GSW,46.0,36.0,99.2,117.8,115.2,GSW_2024,0.561
2024,HOU,41.0,41.0,99.0,114.5,113.4,HOU_2024,0.5
2024,IND,47.0,35.0,101.7,121.0,118.0,IND_2024,0.573
2024,LAC,51.0,31.0,97.2,118.8,115.4,LAC_2024,0.622
2024,LAL,47.0,35.0,100.9,115.9,115.3,LAL_2024,0.573
2024,MEM,27.0,55.0,98.2,107.2,114.3,MEM_2024,0.329
2024,MIA,46.0,36.0,96.2,114.0,112.2,MIA_2024,0.561
2024,MIL,49.0,33.0,99.9,118.4,115.8,MIL_2024,0.598
2024,MIN,56.0,26.0,97.1,115.6,109.0,MIN_2024,0.683
2024,NOP,49.0,33.0,97.9,117.4,112.9,NOP_2024,0.598
2024,NYK,50.0,32.0,95.2,118.2,113.4,NYK_2024,0.61
2024,OKC,57.0,25.0,99.8,119.5,112.1,OKC_2024,0.695
2024,ORL,47.0,35.0,96.9,113.4,111.3,ORL_2024,0.573
2024,PHI,47.0,35.0,97.5,116.9,113.8,PHI_2024,0.573
2024,PHO,49.0,33.0,98.3,117.6,114.6,PHO_2024,0.598
2024,POR,21.0,61.0,97.2,108.3,117.5,POR_2024,0.256
2024,SAC,46.0,36.0,98.8,116.9,115.2,SAC_2024,0.561
2024,SAS,22.0,60.0,101.1,110.0,116.4,SAS_2024,0.268
2024,TOR,25.0,57.0,99.4,112.3,118.8,TOR_2024,0.305
2024,UTA,31.0,51.0,99.5,115.5,120.4,UTA_2024,0.378
2024,WAS,15.0,67.0,102.7,110.5,119.6,WAS_2024,0.183
2025,ATL,40.0,42.0,102.6,114.6,115.7,ATL_2025,0.488
2025,BOS,61.0,21.0,95.7,120.6,111.1,BOS_2025,0.744
2025,BRK,26.0,56.0,96.4,108.5,115.8,BRK_2025,0.317
2025,CHI,39.0,43.0,102.8,114.1,115.6,CHI_2025,0.476
2025,CHO,19.0,63.0,97.6,107.3,116.6,CHO_2025,0.232
2025,CLE,64.0,18.0,99.8,121.7,112.2,CLE_2025,0.78
2025,DAL,39.0,43.0,99.2,114.8,116.0,DAL_2025,0.476
2025,DEN,50.0,32.0,99.8,119.9,116.0,DEN_2025,0.61
2025,DET,44.0,38.0,99.8,115.0,113.1,DET_2025,0.537
2025,GSW,48.0,34.0,98.7,115.0,111.7,GSW_2025,0.585
2025,HOU,52.0,30.0,98.6,115.3,110.8,HOU_2025,0.634
2025,IND,50.0,32.0,99.9,116.5,114.3,IND_2025,0.61
2025,LAC,50.0,32.0,97.5,115.1,110.3,LAC_2025,0.61
2025,LAL,50.0,32.0,97.6,115.9,114.7,LAL_2025,0.61
2025,MEM,48.0,34.0,103.3,117.7,113.0,MEM_2025,0.585
2025,MIA,37.0,45.0,96.2,113.5,112.9,MIA_2025,0.451
2025,MIL,48.0,34.0,99.3,115.9,113.4,MIL_2025,0.585
2025,MIN,49.0,33.0,97.3,116.6,111.5,MIN_2025,0.598
2025,NOP,21.0,61.0,99.1,110.4,119.9,NOP_2025,0.256
2025,NYK,51.0,31.0,96.7,118.5,114.3,NYK_2025,0.622
2025,OKC,68.0,14.0,100.0,120.3,107.5,OKC_2025,0.829
2025,ORL,41.0,41.0,96.1,109.4,109.6,ORL_2025,0.5
2025,PHI,24.0,58.0,97.4,111.9,118.2,PHI_2025,0.293
2025,PHO,36.0,46.0,97.1,116.2,119.3,PHO_2025,0.439
2025,POR,36.0,46.0,98.8,111.7,114.7,POR_2025,0.439
2025,SAC,40.0,42.0,98.2,116.7,116.2,SAC_2025,0.488
2025,SAS,34.0,48.0,99.3,114.4,117.2,SAS_2025,0.415
2025,TOR,30.0,52.0,99.7,110.5,114.8,TOR_2025,0.366
2025,UTA,17.0,65.0,100.0,111.2,120.4,UTA_2025,0.207
2025,WAS,18.0,64.0,100.9,106.8,119.1,WAS_2025,0.22
2026,ATL,46.0,36.0,101.7,116.1,113.7,ATL_2026,0.561
2026,BOS,56.0,26.0,94.8,120.8,112.7,BOS_2026,0.683
2026,BRK,20.0,62.0,97.1,108.7,119.0,BRK_2026,0.244
2026,CHI,31.0,51.0,102.5,113.0,118.1,CHI_2026,0.378
2026,CHO,44.0,38.0,96.8,119.4,114.4,CHO_2026,0.537
2026,CLE,52.0,30.0,99.9,119.2,115.1,CLE_2026,0.634
2026,DAL,26.0,56.0,101.7,111.2,116.5,DAL_2026,0.317
2026,DEN,54.0,28.0,98.4,122.6,117.4,DEN_2026,0.659
2026,DET,60.0,22.0,99.3,117.9,109.7,DET_2026,0.732
2026,GSW,37.0,45.0,99.0,115.0,115.6,GSW_2026,0.451
2026,HOU,52.0,30.0,96.1,118.6,113.2,HOU_2026,0.634
2026,IND,19.0,63.0,101.0,110.9,118.8,IND_2026,0.232
2026,LAC,42.0,40.0,96.5,117.3,116.1,LAC_2026,0.512
2026,LAL,53.0,29.0,98.3,118.2,116.4,LAL_2026,0.646
2026,MEM,25.0,57.0,101.3,112.9,118.8,MEM_2026,0.305
2026,MIA,43.0,39.0,103.4,116.7,114.5,MIA_2026,0.524
2026,MIL,32.0,50.0,97.6,112.9,119.3,MIL_2026,0.39
2026,MIN,49.0,33.0,100.5,116.8,113.5,MIN_2026,0.598
2026,NOP,26.0,56.0,100.3,114.4,118.9,NOP_2026,0.317
2026,NYK,53.0,29.0,96.8,119.8,113.3,NYK_2026,0.646
2026,OKC,64.0,18.0,99.3,118.9,107.7,OKC_2026,0.78
2026,ORL,45.0,37.0,100.0,114.9,114.3,ORL_2026,0.549
2026,PHI,45.0,37.0,99.4,115.4,115.5,PHI_2026,0.549
2026,PHO,45.0,37.0,97.2,115.4,113.9,PHO_2026,0.549
2026,POR,42.0,40.0,100.5,114.4,114.7,POR_2026,0.512
2026,SAC,22.0,60.0,99.2,111.4,121.5,SAC_2026,0.268
2026,SAS,62.0,20.0,99.9,119.6,111.3,SAS_2026,0.756
2026,TOR,46.0,36.0,98.4,115.9,113.0,TOR_2026,0.561
2026,UTA,22.0,60.0,102.3,114.1,122.3,UTA_2026,0.268
2026,WAS,17.0,65.0,101.4,111.0,122.7,WAS_2026,0.207
